Source,Target,EdgeType,weight,final_label
Patient 56371,Doctor 7101,4,0.023947531,0
Patient 56393,Doctor 1082,4,0.058306854,0
Patient 56393,Doctor 5638,4,0.17263341,0
Patient 56431,Doctor 7553,4,0.199099705,0
Patient 56463,Doctor 7822,4,0.541409731,0
Patient 56469,Doctor 3391,4,0.056364469,0
Patient 56472,Doctor 24,4,0.559851348,0
Patient 56518,Doctor 4092,4,0.058069881,0
Patient 56540,Doctor 4259,4,0.543459892,0
Patient 56559,Doctor 1966,4,0.543657184,0
Patient 56582,Doctor 1827,4,0.013972673,0
Patient 56590,Doctor 2736,4,0.018283974,0
Patient 56693,Doctor 4064,4,0.16644308,0
Patient 56707,Doctor 8131,4,0.046833865,0
Patient 56711,Doctor 5099,4,0.041181449,0
Patient 56724,Doctor 7010,4,0.022824008,0
Patient 56755,Doctor 6944,4,0.091319881,0
Patient 56773,Doctor 5179,4,0.114925854,0
Patient 56780,Doctor 8190,4,0.055150632,0
Patient 56788,Doctor 5145,4,0.033222314,0
Patient 56799,Doctor 4194,4,0.018980332,0
Patient 56800,Doctor 683,4,0.483026564,0
Patient 56811,Doctor 1814,4,0.23861824,0
Patient 56836,Doctor 7267,4,0.04956701,0
Patient 56838,Doctor 6001,4,0.182775423,0
Patient 56845,Doctor 6062,4,0.074637204,0
Patient 56893,Doctor 2733,4,0.024114631,0
Patient 56902,Doctor 3088,4,0.031979427,0
Patient 56924,Doctor 2900,4,0.24110359,0
Patient 56935,Doctor 2370,4,0.039563164,0
Patient 56985,Doctor 6001,4,0.482377648,0
Patient 57004,Doctor 1,4,0.047204003,0
Patient 57215,Doctor 5136,4,0.041064307,0
Patient 57216,Doctor 1353,4,0.347556233,0
Patient 57227,Doctor 7739,4,0.090065196,0
Patient 57239,Doctor 5871,4,0.049040072,0
Patient 57259,Doctor 2276,4,0.510335803,0
Patient 57458,Doctor 7196,4,0.027851833,0
Patient 57465,Doctor 8463,4,0.202250823,0
Patient 57474,Doctor 724,4,0.006521863,0
Patient 57490,Doctor 2463,4,0.288480699,0
Patient 57502,Doctor 4774,4,0.31840679,0
Patient 57519,Doctor 1966,4,0.277829051,0
Patient 57558,Doctor 5968,4,0.050922293,0
Patient 57560,Doctor 5662,4,0.020944314,0
Patient 57629,Doctor 7994,4,0.166509882,0
Patient 57690,Doctor 4241,4,0.046219222,0
Patient 57701,Doctor 4270,4,0.058375221,0
Patient 57744,Doctor 2989,4,0.081099123,0
Patient 57759,Doctor 8131,4,0.024021968,0
Patient 57766,Doctor 2952,4,0.531885803,0
Patient 57787,Doctor 1814,4,0.237603232,0
Patient 57829,Doctor 892,4,0.123598211,0
Patient 57860,Doctor 8811,4,0.023730636,0
Patient 57878,Doctor 7781,4,0.018864697,0
Patient 57913,Doctor 3876,4,0.179459691,0
Patient 57914,Doctor 557,4,0.006953571,0
Patient 57920,Doctor 5937,4,0.008102085,0
Patient 57932,Doctor 7867,4,0.048033562,0
Patient 57943,Doctor 7249,4,0.083906122,0
Patient 58046,Doctor 1598,4,0.494086415,0
Patient 58047,Doctor 7822,4,0.554065704,0
Patient 58123,Doctor 1601,4,0.036829617,0
Patient 58129,Doctor 7684,4,0.092661895,0
Patient 58142,Doctor 7325,4,0.114737585,0
Patient 58175,Doctor 1966,4,0.18224676,0
Patient 58208,Doctor 1377,4,0.107264265,0
Patient 58234,Doctor 2399,4,0.140454069,0
Patient 58242,Doctor 1109,4,0.200008139,0
Patient 58337,Doctor 8291,4,0.040671486,0
Patient 58375,Doctor 3840,4,0.006596038,0
Patient 58384,Doctor 6137,4,0.076931499,0
Patient 58440,Doctor 6065,4,0.037419364,0
Patient 58562,Doctor 4649,4,0.063611932,0
Patient 58599,Doctor 3634,4,0.016773352,0
Patient 58603,Doctor 3504,4,0.218766838,0
Patient 58622,Doctor 1362,4,0.062382147,0
Patient 58634,Doctor 6001,4,0.122528538,0
Patient 58634,Doctor 7553,4,0.171262354,0
Patient 58646,Doctor 3669,4,0.468362212,0
Patient 58668,Doctor 2944,4,0.006779196,0
Patient 58698,Doctor 7819,4,0.114104383,0
Patient 58701,Doctor 309,4,0.054591045,0
Patient 58720,Doctor 3756,4,0.057070717,0
Patient 58721,Doctor 7628,4,0.292210132,0
Patient 58804,Doctor 7588,4,0.034987949,0
Patient 58847,Doctor 5482,4,0.316292495,0
Patient 58851,Doctor 3297,4,0.022800498,0
Patient 58856,Doctor 3901,4,0.034098398,0
Patient 58902,Doctor 8110,4,0.052127633,0
Patient 59035,Doctor 6062,4,0.080013141,0
Patient 59046,Doctor 1906,4,0.278037012,0
Patient 59050,Doctor 5164,4,0.482291847,0
Patient 59069,Doctor 7863,4,0.314023942,0
Patient 59106,Doctor 1844,4,0.069164068,0
Patient 59133,Doctor 6043,4,0.294811457,0
Patient 59154,Doctor 8463,4,0.601890564,0
Patient 59182,Doctor 1598,4,0.515504718,0
Patient 59204,Doctor 2627,4,0.082549952,0
Patient 59265,Doctor 6043,4,0.514376223,0
Patient 59272,Doctor 7968,4,0.127588272,0
Patient 59282,Doctor 3871,4,0.041926216,0
Patient 59299,Doctor 7994,4,0.50384146,0
Patient 59335,Doctor 1152,4,0.236347675,0
Patient 59402,Doctor 1940,4,0.01695911,0
Patient 59417,Doctor 7117,4,0.004509066,0
Patient 59425,Doctor 8548,4,0.023750283,0
Patient 59429,Doctor 3126,4,0.050547697,0
Patient 59464,Doctor 1344,4,0.289844364,0
Patient 59545,Doctor 3689,4,0.462315738,0
Patient 59570,Doctor 5672,4,0.023429491,0
Patient 59639,Doctor 7305,4,0.114961214,0
Patient 59662,Doctor 7141,4,0.00973559,0
Patient 59686,Doctor 6619,4,0.050689723,0
Patient 59686,Doctor 9053,4,0.012502559,0
Patient 59689,Doctor 8801,4,0.045820236,0
Patient 59709,Doctor 6575,4,0.121898651,0
Patient 59717,Doctor 1111,4,0.035541061,0
Patient 59717,Doctor 1904,4,0.04918211,0
Patient 59755,Doctor 7859,4,0.13064459,0
Patient 59764,Doctor 5665,4,0.095695555,0
Patient 59770,Doctor 3784,4,0.061919831,0
Patient 59794,Doctor 1075,4,0.03189417,0
Patient 59807,Doctor 1966,4,0.278079987,0
Patient 59820,Doctor 8463,4,0.171073645,0
Patient 59841,Doctor 2045,4,0.206145987,0
Patient 59955,Doctor 1243,4,0.279853076,0
Patient 59983,Doctor 7082,4,0.146428853,0
Patient 60025,Doctor 8341,4,0.31188789,0
Patient 60036,Doctor 3658,4,0.036802508,0
Patient 60056,Doctor 2055,4,0.230871856,0
Patient 60067,Doctor 2952,4,0.269323707,0
Patient 60181,Doctor 6133,4,0.04649508,0
Patient 60216,Doctor 6123,4,0.05989838,0
Patient 60227,Doctor 5745,4,0.016340325,0
Patient 60230,Doctor 7267,4,0.136299923,0
Patient 60235,Doctor 6020,4,0.080237806,0
Patient 60252,Doctor 1368,4,0.08733201,0
Patient 60278,Doctor 3348,4,0.068602555,0
Patient 60304,Doctor 3828,4,0.008259403,0
Patient 60321,Doctor 4054,4,0.061569266,0
Patient 60331,Doctor 3915,4,0.181952178,0
Patient 60370,Doctor 8266,4,0.172395334,0
Patient 60404,Doctor 5638,4,0.549084485,0
Patient 60418,Doctor 6043,4,0.495046765,0
Patient 60453,Doctor 539,4,0.003176856,0
Patient 60453,Doctor 7108,4,0.017066017,0
Patient 60465,Doctor 1894,4,0.258635163,0
Patient 60504,Doctor 3391,4,0.007575622,0
Patient 60516,Doctor 129,4,0.395680606,0
Patient 60575,Doctor 2545,4,0.0095123,0
Patient 60581,Doctor 7189,4,0.033618975,0
Patient 60628,Doctor 3543,4,0.056278646,0
Patient 60643,Doctor 956,4,0.035346143,0
Patient 60692,Doctor 1644,4,0.05156865,0
Patient 60694,Doctor 4428,4,0.027272847,0
Patient 60697,Doctor 4494,4,0.389154911,0
Patient 60757,Doctor 8190,4,0.059734829,0
Patient 60814,Doctor 1543,4,0.021655805,0
Patient 60817,Doctor 1966,4,0.474639356,0
Patient 60831,Doctor 8463,4,0.574366331,0
Patient 60905,Doctor 539,4,0.014589418,0
Patient 60918,Doctor 1797,4,0.025354641,0
Patient 60949,Doctor 7423,4,0.483287245,0
Patient 60956,Doctor 6886,4,0.004352093,0
Patient 60990,Doctor 4233,4,0.052991558,0
Patient 61022,Doctor 8615,4,0.548742533,0
Patient 61060,Doctor 7166,4,0.002138269,0
Patient 61093,Doctor 1966,4,0.535724699,0
Patient 61112,Doctor 255,4,0.00610045,0
Patient 61143,Doctor 7822,4,0.580545604,0
Patient 61165,Doctor 7553,4,0.627537251,0
Patient 61179,Doctor 8578,4,0.070012242,0
Patient 61237,Doctor 6471,4,0.049949091,0
Patient 61371,Doctor 2243,4,0.041647121,0
Patient 61387,Doctor 2015,4,0.104708776,0
Patient 61424,Doctor 3316,4,0.01281335,0
Patient 61424,Doctor 8868,4,0.16946052,0
Patient 61499,Doctor 2026,4,0.024840124,0
Patient 61509,Doctor 557,4,0.007835427,0
Patient 61527,Doctor 7423,4,0.180527389,0
Patient 61543,Doctor 1740,4,0.226642415,0
Patient 61644,Doctor 7176,4,0.005736788,0
Patient 61654,Doctor 5638,4,0.595867038,0
Patient 61657,Doctor 1911,4,0.017395649,0
Patient 61666,Doctor 1312,4,0.011956608,0
Patient 61680,Doctor 1368,4,0.044120334,0
Patient 61784,Doctor 1429,4,0.027991792,0
Patient 61823,Doctor 4152,4,0.106420763,0
Patient 61835,Doctor 7822,4,0.536400437,0
Patient 61869,Doctor 1555,4,0.168699622,0
Patient 61887,Doctor 5041,4,0.342560917,0
Patient 61895,Doctor 2915,4,0.180703193,0
Patient 61934,Doctor 1009,4,0.049912006,0
Patient 61934,Doctor 3002,4,0.025144715,0
Patient 61960,Doctor 6001,4,0.02866088,0
Patient 61976,Doctor 8942,4,0.008701834,0
Patient 62043,Doctor 1966,4,0.551017284,0
Patient 62058,Doctor 2370,4,0.067835577,0
Patient 62062,Doctor 1598,4,0.530387104,0
Patient 62111,Doctor 5394,4,0.019074105,0
Patient 62114,Doctor 8149,4,0.13080132,0
Patient 62125,Doctor 2734,4,0.223958164,0
Patient 62188,Doctor 6137,4,0.204753369,0
Patient 62204,Doctor 8088,4,0.003126987,0
Patient 62204,Doctor 8089,4,0.013336784,0
Patient 62230,Doctor 5260,4,0.007791866,0
Patient 62375,Doctor 1966,4,0.25817281,0
Patient 62382,Doctor 7108,4,0.559092999,0
Patient 62426,Doctor 4715,4,0.213353053,0
Patient 62470,Doctor 1219,4,0.478315204,0
Patient 62490,Doctor 1966,4,0.54865694,0
Patient 62492,Doctor 5433,4,0.154747665,0
Patient 62497,Doctor 7739,4,0.105490625,0
Patient 62501,Doctor 7822,4,0.567855775,0
Patient 62516,Doctor 764,4,0.11616531,0
Patient 62595,Doctor 7898,4,0.036259145,0
Patient 62715,Doctor 5212,4,0.019036122,0
Patient 62866,Doctor 5878,4,0.00344538,0
Patient 62904,Doctor 2045,4,0.208018363,0
Patient 62985,Doctor 8217,4,0.010787313,0
Patient 63084,Doctor 3309,4,0.335971534,0
Patient 63115,Doctor 6244,4,0.058274254,0
Patient 63169,Doctor 5137,4,0.061681956,0
Patient 63200,Doctor 6539,4,0.07137242,0
Patient 63297,Doctor 5164,4,0.522017658,0
Patient 63386,Doctor 7821,4,0.532053292,0
Patient 63388,Doctor 8149,4,0.174129844,0
Patient 63419,Doctor 8858,4,0.126707762,0
Patient 63462,Doctor 539,4,0.012658725,0
Patient 63462,Doctor 3669,4,0.143146187,0
Patient 63501,Doctor 6622,4,0.09438774,0
Patient 63567,Doctor 1382,4,0.001993849,0
Patient 63576,Doctor 3391,4,0.059477221,0
Patient 63586,Doctor 7067,4,0.048139591,0
Patient 63603,Doctor 7994,4,0.131108001,0
Patient 63735,Doctor 5098,4,0.018107977,0
Patient 63735,Doctor 6940,4,0.007882355,0
Patient 63777,Doctor 8691,4,0.020231768,0
Patient 63838,Doctor 4194,4,0.010489701,0
Patient 63846,Doctor 1368,4,0.078989364,0
Patient 63877,Doctor 7822,4,0.610527933,0
Patient 63921,Doctor 8766,4,0.011060912,0
Patient 63935,Doctor 2207,4,0.043148972,0
Patient 63960,Doctor 3994,4,0.098358303,0
Patient 63960,Doctor 8596,4,0.123850144,0
Patient 64019,Doctor 7665,4,0.044926044,0
Patient 64111,Doctor 5697,4,0.095079206,0
Patient 64150,Doctor 6043,4,0.521181226,0
Patient 64158,Doctor 7803,4,0.527722895,0
Patient 64196,Doctor 466,4,0.255313188,0
Patient 64198,Doctor 5164,4,0.560754657,0
Patient 64202,Doctor 2258,4,0.036732182,0
Patient 64205,Doctor 8463,4,0.334626764,0
Patient 64237,Doctor 3989,4,0.044571135,0
Patient 64238,Doctor 8585,4,0.078330688,0
Patient 64318,Doctor 2952,4,0.419510484,0
Patient 64365,Doctor 6575,4,0.029093852,0
Patient 64370,Doctor 3391,4,0.039179359,0
Patient 64434,Doctor 6901,4,0.018074034,0
Patient 64497,Doctor 1403,4,0.041392311,0
Patient 64510,Doctor 3309,4,0.345340252,0
Patient 64667,Doctor 7899,4,0.12954241,0
Patient 64702,Doctor 1344,4,0.28639853,0
Patient 64715,Doctor 5099,4,0.179316103,0
Patient 64735,Doctor 3289,4,0.225509599,0
Patient 64746,Doctor 5706,4,0.048840299,0
Patient 64781,Doctor 2305,4,0.029885665,0
Patient 64790,Doctor 7237,4,0.106766917,0
Patient 64887,Doctor 4345,4,0.359744877,0
Patient 64953,Doctor 5478,4,0.21430403,0
Patient 64956,Doctor 8414,4,0.014376401,0
Patient 64962,Doctor 5427,4,0.025545988,0
Patient 64986,Doctor 6619,4,0.037820101,0
Patient 65001,Doctor 2276,4,0.52000016,0
Patient 65020,Doctor 7267,4,0.361706644,0
Patient 65044,Doctor 1676,4,0.297906995,0
Patient 65099,Doctor 8779,4,0.08028511,0
Patient 65126,Doctor 1598,4,0.449553549,0
Patient 65145,Doctor 6996,4,0.057255935,0
Patient 65163,Doctor 7553,4,0.070430778,0
Patient 65167,Doctor 8868,4,0.326819927,0
Patient 65294,Doctor 3198,4,0.053451497,0
Patient 65325,Doctor 4574,4,0.312722623,0
Patient 65342,Doctor 5476,4,0.056543894,0
Patient 65361,Doctor 4084,4,0.154690772,0
Patient 65428,Doctor 5478,4,0.216828302,0
Patient 65430,Doctor 3944,4,0.034825977,0
Patient 65457,Doctor 7992,4,0.05299383,0
Patient 65493,Doctor 5164,4,0.544395268,0
Patient 65547,Doctor 6603,4,0.165509179,0
Patient 65606,Doctor 4570,4,0.232455179,0
Patient 65607,Doctor 8868,4,0.158556432,0
Patient 65608,Doctor 8615,4,0.509454548,0
Patient 65663,Doctor 431,4,0.082824662,0
Patient 65685,Doctor 3759,4,0.005391791,0
Patient 65691,Doctor 2633,4,0.201624677,0
Patient 65716,Doctor 8741,4,0.066014491,0
Patient 65747,Doctor 8230,4,0.107519068,0
Patient 65845,Doctor 7267,4,0.051726919,0
Patient 65937,Doctor 8811,4,0.093375541,0
Patient 66000,Doctor 5164,4,0.584402382,0
Patient 66047,Doctor 1673,4,0.01923942,0
Patient 66151,Doctor 2445,4,0.037870295,0
Patient 66152,Doctor 1598,4,0.551250041,0
Patient 66165,Doctor 3890,4,0.035404284,0
Patient 66183,Doctor 6205,4,0.007463597,0
Patient 66222,Doctor 5809,4,0.179270193,0
Patient 66247,Doctor 3504,4,0.218137026,0
Patient 66424,Doctor 8647,4,0.100492612,0
Patient 66446,Doctor 1966,4,0.520459354,0
Patient 66489,Doctor 5607,4,0.145983025,0
Patient 66564,Doctor 7113,4,0.007969412,0
Patient 66574,Doctor 618,4,0.03990116,0
Patient 66579,Doctor 5039,4,0.226002261,0
Patient 66585,Doctor 2546,4,0.016582364,0
Patient 66626,Doctor 1233,4,0.068442687,0
Patient 66658,Doctor 8868,4,0.081734583,0
Patient 66666,Doctor 874,4,0.127461344,0
Patient 66685,Doctor 7267,4,0.042774238,0
Patient 66697,Doctor 5958,4,0.046655752,0
Patient 66697,Doctor 8308,4,0.022211453,0
Patient 66737,Doctor 2108,4,0.065639213,0
Patient 66737,Doctor 7234,4,0.087887406,0
Patient 66749,Doctor 642,4,0.04555317,0
Patient 66810,Doctor 5478,4,0.180554911,0
Patient 66818,Doctor 2952,4,0.516291976,0
Patient 66866,Doctor 6215,4,0.041395687,0
Patient 66924,Doctor 6397,4,0.005257961,0
Patient 66976,Doctor 2483,4,0.008991807,0
Patient 66992,Doctor 2160,4,0.032374315,0
Patient 67008,Doctor 899,4,0.065911956,0
Patient 67032,Doctor 185,4,0.112565264,0
Patient 67050,Doctor 683,4,0.04270206,0
Patient 67050,Doctor 6076,4,0.004366171,0
Patient 67105,Doctor 6160,4,0.145102039,0
Patient 67148,Doctor 3172,4,0.129160702,0
Patient 67191,Doctor 8279,4,0.031737909,0
Patient 67222,Doctor 3828,4,0.070147999,0
Patient 67223,Doctor 2445,4,0.046514519,0
Patient 67234,Doctor 1334,4,0.259402335,0
Patient 67245,Doctor 3658,4,0.035459939,0
Patient 67263,Doctor 7108,4,0.560702801,0
Patient 67277,Doctor 8596,4,0.197368801,0
Patient 67305,Doctor 1370,4,0.042254664,0
Patient 67346,Doctor 7821,4,0.52883476,0
Patient 67407,Doctor 4592,4,0.033840574,0
Patient 67457,Doctor 1120,4,0.035998113,0
Patient 67530,Doctor 7822,4,0.55458051,0
Patient 67542,Doctor 7899,4,0.021824518,0
Patient 67549,Doctor 2562,4,0.181878582,0
Patient 67559,Doctor 5482,4,0.008902073,0
Patient 67574,Doctor 7579,4,0.114743888,0
Patient 67633,Doctor 5495,4,0.019161683,0
Patient 67680,Doctor 1966,4,0.488637894,0
Patient 67744,Doctor 8367,4,0.233177423,0
Patient 67770,Doctor 7109,4,0.004018994,0
Patient 67879,Doctor 1966,4,0.536671758,0
Patient 67989,Doctor 807,4,0.030088427,0
Patient 68011,Doctor 5746,4,0.047469556,0
Patient 68018,Doctor 4561,4,0.058119684,0
Patient 68047,Doctor 7899,4,0.125445768,0
Patient 68050,Doctor 4570,4,0.434766978,0
Patient 68074,Doctor 3689,4,0.286830664,0
Patient 68104,Doctor 5392,4,0.013325934,0
Patient 68134,Doctor 8446,4,0.040917832,0
Patient 68176,Doctor 7822,4,0.180034131,0
Patient 68186,Doctor 2734,4,0.065185308,0
Patient 68268,Doctor 1405,4,0.010737558,0
Patient 68273,Doctor 7822,4,0.543575943,0
Patient 68304,Doctor 3295,4,0.188477695,0
Patient 68443,Doctor 6761,4,0.052998193,0
Patient 68452,Doctor 1444,4,0.004797941,0
Patient 68455,Doctor 6459,4,0.129252061,0
Patient 68462,Doctor 8858,4,0.129839346,0
Patient 68590,Doctor 1344,4,0.342940539,0
Patient 68627,Doctor 497,4,0.005888803,0
Patient 68697,Doctor 8969,4,0.039718688,0
Patient 68722,Doctor 6001,4,0.15799281,0
Patient 68822,Doctor 6619,4,0.120136917,0
Patient 68838,Doctor 6043,4,0.437450916,0
Patient 68860,Doctor 3569,4,0.049906619,0
Patient 68978,Doctor 5998,4,0.009594929,0
Patient 68984,Doctor 2952,4,0.32017687,0
Patient 69019,Doctor 1598,4,0.520024657,0
Patient 69023,Doctor 668,4,0.065909229,0
Patient 69053,Doctor 7108,4,0.58575058,0
Patient 69094,Doctor 5200,4,0.06957031,0
Patient 69110,Doctor 7822,4,0.475638777,0
Patient 69143,Doctor 8452,4,0.04511454,0
Patient 69167,Doctor 1344,4,0.345621824,0
Patient 69275,Doctor 8578,4,0.072869129,0
Patient 69381,Doctor 7186,4,0.078729711,0
Patient 69386,Doctor 4923,4,0.006829653,0
Patient 69386,Doctor 7968,4,0.060414679,0
Patient 69399,Doctor 7078,4,0.055955138,0
Patient 69404,Doctor 4967,4,0.048677061,0
Patient 69474,Doctor 8117,4,0.030689081,0
Patient 69484,Doctor 7822,4,0.59573549,0
Patient 69533,Doctor 3689,4,0.231809959,0
Patient 69610,Doctor 6980,4,0.079575747,0
Patient 69640,Doctor 3681,4,0.307654738,0
Patient 69669,Doctor 2586,4,0.010388277,0
Patient 69693,Doctor 8580,4,0.004730545,0
Patient 69752,Doctor 3309,4,0.173437536,0
Patient 69763,Doctor 7553,4,0.280220777,0
Patient 69788,Doctor 7803,4,0.56475693,0
Patient 69928,Doctor 2276,4,0.474422663,0
Patient 69969,Doctor 5209,4,0.116531067,0
Patient 69975,Doctor 6587,4,0.055968221,0
Patient 70072,Doctor 3174,4,0.097616427,0
Patient 70189,Doctor 2276,4,0.490412563,0
Patient 70201,Doctor 7151,4,0.00475249,0
Patient 70219,Doctor 8169,4,0.090116918,0
Patient 70266,Doctor 7553,4,0.045643214,0
Patient 70300,Doctor 2276,4,0.529039383,0
Patient 70303,Doctor 2915,4,0.162726462,0
Patient 70367,Doctor 1334,4,0.207769856,0
Patient 70415,Doctor 5041,4,0.332058102,0
Patient 70465,Doctor 3089,4,0.055995077,0
Patient 70468,Doctor 1598,4,0.103220947,0
Patient 70477,Doctor 1325,4,0.074291475,0
Patient 70481,Doctor 3915,4,0.192007586,0
Patient 70483,Doctor 8402,4,0.134180397,0
Patient 70490,Doctor 5539,4,0.067142084,0
Patient 70510,Doctor 4649,4,0.077309057,0
Patient 70668,Doctor 2170,4,0.010039562,0
Patient 70682,Doctor 7382,4,0.057566125,0
Patient 70703,Doctor 5567,4,0.131899625,0
Patient 70714,Doctor 7579,4,0.184463128,0
Patient 70850,Doctor 1677,4,0.071339682,0
Patient 70881,Doctor 8315,4,0.090934239,0
Patient 70949,Doctor 6001,4,0.460659534,0
Patient 70957,Doctor 807,4,0.12869899,0
Patient 70960,Doctor 36,4,0.14018251,0
Patient 70966,Doctor 8430,4,0.020957457,0
Patient 70980,Doctor 6020,4,0.030687086,0
Patient 70999,Doctor 7137,4,0.011383815,0
Patient 71028,Doctor 1676,4,0.276130378,0
Patient 71046,Doctor 5539,4,0.071035422,0
Patient 71102,Doctor 1598,4,0.133679867,0
Patient 71196,Doctor 7994,4,0.455550194,0
Patient 71231,Doctor 2250,4,0.037108704,0
Patient 71264,Doctor 4798,4,0.008237257,0
Patient 71266,Doctor 7082,4,0.039439894,0
Patient 71282,Doctor 6860,4,0.008631375,0
Patient 71294,Doctor 7822,4,0.370031685,0
Patient 71304,Doctor 1966,4,0.536538303,0
Patient 71366,Doctor 7382,4,0.122114539,0
Patient 71380,Doctor 7098,4,0.012865634,0
Patient 71394,Doctor 1842,4,0.015773064,0
Patient 71409,Doctor 7836,4,0.011391968,0
Patient 71472,Doctor 1321,4,0.087917626,0
Patient 71592,Doctor 2538,4,0.098344892,0
Patient 71648,Doctor 8398,4,0.015491114,0
Patient 71653,Doctor 2045,4,0.203363687,0
Patient 71688,Doctor 6043,4,0.229395196,0
Patient 71699,Doctor 8596,4,0.281775206,0
Patient 71733,Doctor 8868,4,0.340418458,0
Patient 71741,Doctor 12,4,0.300936282,0
Patient 71744,Doctor 2370,4,0.02297979,0
Patient 71764,Doctor 6065,4,0.058663685,0
Patient 71786,Doctor 6573,4,0.001288728,0
Patient 71795,Doctor 2530,4,0.041993055,0
Patient 71913,Doctor 7579,4,0.221011519,0
Patient 71924,Doctor 5794,4,0.037073564,0
Patient 71929,Doctor 6055,4,0.061504997,0
Patient 72009,Doctor 6169,4,0.012460817,0
Patient 72028,Doctor 5478,4,0.190830454,0
Patient 72103,Doctor 7994,4,0.455981016,0
Patient 72114,Doctor 1357,4,0.03680886,0
Patient 72202,Doctor 6507,4,0.006044539,0
Patient 72219,Doctor 8868,4,0.386953056,0
Patient 72359,Doctor 8194,4,0.139018774,0
Patient 72377,Doctor 4484,4,0.005031992,0
Patient 72377,Doctor 4886,4,0.01775551,0
Patient 72377,Doctor 7145,4,0.002309176,0
Patient 72384,Doctor 8615,4,0.378599644,0
Patient 72475,Doctor 6429,4,0.042813301,0
Patient 72511,Doctor 6023,4,0.024698574,0
Patient 72538,Doctor 6980,4,0.218625009,0
Patient 72602,Doctor 4629,4,0.04334313,0
Patient 72732,Doctor 8110,4,0.062106047,0
Patient 72852,Doctor 7195,4,0.033675708,0
Patient 72918,Doctor 2160,4,0.043860096,0
Patient 72919,Doctor 2952,4,0.538023353,0
Patient 72932,Doctor 8463,4,0.509211183,0
Patient 72943,Doctor 5412,4,0.016367713,0
Patient 72956,Doctor 1110,4,0.305461109,0
Patient 72997,Doctor 3669,4,0.496342838,0
Patient 73005,Doctor 539,4,0.103196077,0
Patient 73015,Doctor 5393,4,0.051301043,0
Patient 73132,Doctor 3083,4,0.010128161,0
Patient 73189,Doctor 1375,4,0.139799207,0
Patient 73200,Doctor 7558,4,0.126012281,0
Patient 73236,Doctor 5521,4,0.115671188,0
Patient 73250,Doctor 6063,4,0.260594934,0
Patient 73286,Doctor 8414,4,0.041907661,0
Patient 73308,Doctor 1733,4,0.085910581,0
Patient 73329,Doctor 8403,4,0.106843971,0
Patient 73648,Doctor 3813,4,0.070544116,0
Patient 73663,Doctor 3689,4,0.422921866,0
Patient 73704,Doctor 8741,4,0.149051011,0
Patient 73713,Doctor 7152,4,0.071228042,0
Patient 73733,Doctor 3915,4,0.004983338,0
Patient 73737,Doctor 5119,4,0.021646002,0
Patient 73788,Doctor 8149,4,0.173092306,0
Patient 73791,Doctor 12,4,0.313021272,0
Patient 73843,Doctor 5962,4,0.119917348,0
Patient 73945,Doctor 3989,4,0.040762506,0
Patient 74013,Doctor 6065,4,0.01569275,0
Patient 74091,Doctor 1152,4,0.239151388,0
Patient 74119,Doctor 5394,4,0.006444041,0
Patient 74126,Doctor 1054,4,0.035858076,0
Patient 74188,Doctor 4565,4,0.060801733,0
Patient 74244,Doctor 4813,4,0.32512483,0
Patient 74266,Doctor 8979,4,0.005908,0
Patient 74355,Doctor 2734,4,0.212064639,0
Patient 74399,Doctor 6864,4,0.048366379,0
Patient 74426,Doctor 6861,4,0.017269405,0
Patient 74476,Doctor 7101,4,0.048053466,0
Patient 74589,Doctor 4592,4,0.035364084,0
Patient 74640,Doctor 1110,4,0.305056214,0
Patient 74652,Doctor 5478,4,0.209007174,0
Patient 74672,Doctor 5478,4,0.136920691,0
Patient 74746,Doctor 7859,4,0.028017545,0
Patient 74801,Doctor 6796,4,0.053961728,0
Patient 74832,Doctor 6215,4,0.044725589,0
Patient 74856,Doctor 5638,4,0.331932694,0
Patient 74874,Doctor 1598,4,0.546993256,0
Patient 74899,Doctor 4570,4,0.454933822,0
Patient 74958,Doctor 8596,4,0.528025091,0
Patient 74966,Doctor 6043,4,0.163741902,0
Patient 74973,Doctor 4074,4,0.041154239,0
Patient 74988,Doctor 5128,4,0.158196196,0
Patient 75142,Doctor 2682,4,0.034916069,0
Patient 75241,Doctor 1334,4,0.297365457,0
Patient 75256,Doctor 4195,4,0.133460611,0
Patient 75418,Doctor 732,4,0.034221619,0
Patient 75523,Doctor 1977,4,0.004139912,0
Patient 75523,Doctor 7822,4,0.08467599,0
Patient 75628,Doctor 5871,4,0.237565979,0
Patient 75633,Doctor 1598,4,0.53447926,0
Patient 75688,Doctor 4938,4,0.012241283,0
Patient 75703,Doctor 5094,4,0.004275837,0
Patient 75775,Doctor 1368,4,0.085271746,0
Patient 75801,Doctor 1966,4,0.528408468,0
Patient 75840,Doctor 8298,4,0.012348647,0
Patient 75848,Doctor 7081,4,0.080535628,0
Patient 75883,Doctor 9049,4,0.00747298,0
Patient 75896,Doctor 1993,4,0.199946672,0
Patient 75915,Doctor 685,4,0.065287918,0
Patient 75915,Doctor 6001,4,0.084493481,0
Patient 76058,Doctor 1966,4,0.520483732,0
Patient 76160,Doctor 3010,4,0.013478786,0
Patient 76196,Doctor 8749,4,0.047571126,0
Patient 76273,Doctor 3915,4,0.186050922,0
Patient 76294,Doctor 7822,4,0.240725666,0
Patient 76420,Doctor 6380,4,0.038351469,0
Patient 76476,Doctor 7108,4,0.040437032,0
